hotel_id,city_id,name,rating,description,url,city,latitude,longitude
31,6,Le Charme Alsacien,9.2,"Spacious Accommodations: Le Charme Alsacien in Paris offers a spacious apartment with two bedrooms and a bathroom. The property features a balcony with city views, a fully equipped kitchen, and a comfortable living area.

Modern Amenities: Guests enjoy free WiFi, air-conditioning, and a lounge. Additional facilities include a shared kitchen, daily housekeeping, family rooms, and a paid shuttle service.

Prime Location: Located 18 minutes from the Rodin Museum and 1.6 mi from the d'Orsay Museum and Eiffel Tower, the apartment is 9.3 mi from Paris Orly Airport. Nearby attractions include Luxembourg Gardens and the Louver Museum.

Local Activities: An ice-skating rink is located in the surrounding area, providing leisure options for visitors.",https://www.booking.com/hotel/fr/le-charme-alsacien.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults,Paris,48.8449583185492,2.31019600395421
71,7,Appt au pied de la cathédrale-parking dans la cour,9.2,"Comfortable Living Space: Appt au pied de la cathédrale-parking dans la cour in Amiens offers a one-bedroom apartment with a kitchenette, washing machine, and TV. Free WiFi is available throughout the property.

Convenient Amenities: Guests benefit from free on-site private parking and a fully equipped kitchen. The apartment includes a washing machine and TV for added comfort.

Prime Location: Located 36 mi from Beauvais–Tillé Airport, the apartment is an 8-minute walk from Amiens Train Station and less than 0.6 mi from The Floating Gardens Park. Nearby attractions include Tribunal de Grande Instance of Amiens, Zénith d'Amiens, and the University of Picardie Jules Verne.",https://www.booking.com/hotel/fr/appt-au-pied-de-la-cathedrale-parking-dans-la-cour.html?aid=304142&label=gen173nr-10CAQoggJCFXNlYXJjaF9hbWllbnMsIGZyYW5jZUgzWARoO4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCxdSU1AbAAgHSAiRlMTFhYzFkOS1hMzJkLTQ1ZGMtOTAzYi0xMTc2MzBjNmMwNTHYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=0e961c227fc206d7&srepoch=1787112007&from=searchresults,Amiens,49.8936684,2.3039466
95,1,"Chez Adèle, au pied de l'Abbaye",9.1,"Historic Setting: Chez Adèle, au pied de l'Abbaye in Le Mont Saint Michel offers a vacation home experience within a historic building. Guests enjoy sea views and a terrace, perfect for relaxation.

Comfortable Living: The property features two bedrooms and a bathroom, equipped with a kitchen, dining area, and a sofa. Additional amenities include a hairdryer, coffee machine, and complimentary toiletries.

Prime Location: Located just steps from Mont Saint Michel Abbey and a two-minute walk to Mont Saint-Michel, the vacation home is also close to attractions such as the Scriptorial of Avranches and Port of Houle.

Guest Favorites: Guests appreciate the terrace, scenic location, and convenient setting, making it a preferred choice for relaxation and exploration.",https://www.booking.com/hotel/fr/chez-adele-le-mont-saint-michel.html?aid=304142&label=gen173nr-10CAQoggJCIHNlYXJjaF9tb250IHNhaW50IG1pY2hlbCwgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALO1JTUBsACAdICJDNjOTBjZDc1LTg4NmYtNGViZC05NzEzLTJkMGRmMjk0NzQ2NtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=8fbf1c270d1100b0&srepoch=1787112016&from=searchresults,Mont Saint Michel,48.636165894011,-1.5104757792319998
38,6,Top Floor Parisian Gem Views & Balcony,9.1,"Modern Comforts: Top Floor Parisian Gem Views & Balcony in Paris offers free WiFi, a washing machine, and a fully equipped kitchen with a tea and coffee maker. The apartment includes a dining table, TV, and free toiletries.

Convenient Location: Located 13 minutes from the Arc de Triomphe and 0.7 mi from Palais des Congrès de Paris. Nearby attractions include Gare Saint-Lazare (1.6 mi), Musée de l'Orangerie (2 mi), and the Eiffel Tower (2.1 mi). Paris Orly Airport is 12 mi away.

Local Activities: Guests can enjoy an ice-skating rink in the surrounding area.",https://www.booking.com/hotel/fr/top-floor-parisian-gem-views-balcony.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults,Paris,48.88211159999999,2.296698
78,7,DOMITYS - La Plume de Samara,9.1,"Comfortable Accommodations: DOMITYS - La Plume de Samara in Amiens offers condo hotel-style accommodations with balconies, private bathrooms, and fully equipped kitchens. Each unit includes a dining area, TV, and soundproofing for a pleasant stay.

Exceptional Facilities: Guests can enjoy a sauna, sun terrace, indoor swimming pool, and fitness room. Additional amenities include a hot tub, concierge service, daily housekeeping, and free WiFi throughout the property.

Dining Experience: The traditional restaurant serves French cuisine for lunch, complemented by a bar. Breakfast is available à la carte with juice, fresh pastries, cheese, and fruits.

Prime Location: Located a four-minute walk from the University of Picardie Jules Verne and about 40 miles from Beauvais–Tillé Airport, the condo hotel is near attractions such as Zénith d'Amiens and Amiens Train Station.",https://www.booking.com/hotel/fr/domitys-la-plume-de-samara.html?aid=304142&label=gen173nr-10CAQoggJCFXNlYXJjaF9hbWllbnMsIGZyYW5jZUgzWARoO4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCxdSU1AbAAgHSAiRlMTFhYzFkOS1hMzJkLTQ1ZGMtOTAzYi0xMTc2MzBjNmMwNTHYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=0e961c227fc206d7&srepoch=1787112007&from=searchresults,Amiens,49.8791407531349,2.26473945388273
8,5,Loft moderne avec garage dans l'hyper centre,9.0,"Spacious and Modern: Loft moderne avec garage dans l'hyper center in Rouen offers a spacious, recently renovated apartment with free WiFi and free on-site private parking. The ground-floor unit includes two bedrooms, a living room, and a fully equipped kitchen.

Comfortable Amenities: The apartment features a dining area, sofa bed, walk-in shower, and a work desk. Additional amenities include a TV, microwave, dishwasher, and free toiletries. The property is pet-friendly and welcomes guests with pets.

Prime Location: Located in the city center, the apartment is a 7-minute walk from Noter-Dame Cathedral and less than 0.6 mi from the Musee des Beaux-Arts de Rouen. Beauvais–Tillé Airport is 52 mi away. Nearby attractions include Gare de Rouen Rive Droite and Voltaire Station.

Local Activities: Guests can enjoy nearby activities such as ice-skating and boating. The surrounding area offers various leisure options for a memorable stay.",https://www.booking.com/hotel/fr/modern-loft-with-private-garage-in-rouen-center.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9yb3VlbiwgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKr1JTUBsACAdICJDg4NGE0MjYzLTQzOGYtNDUzMy1iMTEzLTUzNzZlNDM5Y2I4Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=33df1c15eae80044&srepoch=1787111981&from=searchresults,Rouen,49.4405213,1.1005273
55,35,L'Escale Marine - Couette et Café,9.0,"Comfortable Accommodations: L'Escale Marine - Couette et Café in La Rochelle offers a bed and breakfast with a sun terrace, garden, and free WiFi. Guests enjoy garden views and a quiet street setting.

Modern Amenities: The property features a shared kitchen, outdoor seating area, and picnic area. Each room includes a kitchenette, private bathroom, and parquet floors. Additional amenities include a work desk, TV, and free toiletries.

Prime Location: Located 1.2 mi from Concurrence Beach and 1.9 mi from La Rochelle Airport, the bed and breakfast is near attractions such as La Rochelle Cathedral (18-minute walk) and the Minimes Marina (4.3 mi). Highly rated for its friendly host, delicious breakfast, and convenient location.",https://www.booking.com/hotel/fr/couette-et-cafe.html?aid=304142&label=gen173nr-10CAQoggJCGnNlYXJjaF9sYSByb2NoZWxsZSwgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK81JTUBsACAdICJGMxZWJmMGI4LTg1M2MtNGU1Mi04ZTY4LTcxNDQ3MWJhOTU0N9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=89ab1c1e78d0027b&srepoch=1787111999&from=searchresults,La Rochelle,46.16969684151978,-1.1618846654891968
29,6,"JOIVY Premium flats in the heart of the 9th arr, near Moulin Rouge",9.0,"Comfortable Accommodations: JOIVY Premium flats in the heart of Paris offer a comfortable apartment with a garden and free WiFi. Guests enjoy a fitness room, elevator, shared kitchen, and outdoor seating area.

Modern Amenities: The apartment features a kitchenette, private bathroom, kitchen, hairdryer, outdoor furniture, and an outdoor dining area. Additional amenities include a sofa bed, sofa, and free toiletries.

Prime Location: Located 3 minutes from Pigalle Metro Station and near attractions such as La Cigale Concert Hall (1312 feet) and Sacré-Coeur (less than 0.6 mi). Paris Orly Airport is 12 mi away.

Local Activities: Guests can enjoy nearby ice-skating and boating. The surrounding area offers various activities for a memorable stay.",https://www.booking.com/hotel/fr/altido-pleasant-1-bed-flat-with-shared-courtyard.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults,Paris,48.881602932819,2.335512841734
59,35,Location LA REBELLE - LA ROCHELLE B,8.9,"Comfortable Living: Location LA REBELLE - LA ROCHELLE B in La Rochelle offers a one-bedroom apartment with a terrace and free WiFi. The property includes air-conditioning, a fully equipped kitchen, washing machine, and a living room with a sofa bed.

Convenient Facilities: Guests benefit from free on-site private parking, an electric vehicle charging station, and bicycle parking. Additional amenities include a dining area, outdoor furniture, and a walk-in shower.

Prime Location: Located 1.1 mi from La Rochelle Grosse Horloge and 1.6 mi from Concurrence Beach, the apartment is near attractions such as the Jardin des Plantes and Parc des Expositions de la Rochelle. La Rochelle - Ile de Re Airport is 3.1 mi away.

Guest Satisfaction: Highly rated for its convenient location, room cleanliness, and the location of the property.",https://www.booking.com/hotel/fr/location-la-rebelle-la-rochelle-b.html?aid=304142&label=gen173nr-10CAQoggJCGnNlYXJjaF9sYSByb2NoZWxsZSwgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK81JTUBsACAdICJGMxZWJmMGI4LTg1M2MtNGU1Mi04ZTY4LTcxNDQ3MWJhOTU0N9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=89ab1c1e78d0027b&srepoch=1787111999&from=searchresults,La Rochelle,46.168208291031,-1.138887272353
77,7,You Hotel Amiens - Handwritten Collection,8.9,"Comfortable Accommodations: You Hotel Amiens - Handwritten Collection in Amiens offers family rooms with air conditioning, private bathrooms, and soundproofing. Each room includes a work desk, TV, and wardrobe.

Exceptional Facilities: Guests can enjoy a fitness center, bar, and free WiFi. Additional amenities include a coffee machine, sofa bed, and shower.

Delicious Breakfast: A continental buffet breakfast is served with local specialties, fresh pastries, pancakes, cheese, fruits, and juice.

Prime Location: Located six minutes from Amiens Train Station and less than 0.6 miles from The Floating Gardens Park. Nearby attractions include Zénith d'Amiens and the University of Picardie Jules Verne. Beauvais–Tillé Airport is about 36 miles away.",https://www.booking.com/hotel/fr/you-amiens-handwritten-collection.html?aid=304142&label=gen173nr-10CAQoggJCFXNlYXJjaF9hbWllbnMsIGZyYW5jZUgzWARoO4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCxdSU1AbAAgHSAiRlMTFhYzFkOS1hMzJkLTQ1ZGMtOTAzYi0xMTc2MzBjNmMwNTHYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=0e961c227fc206d7&srepoch=1787112007&from=searchresults,Amiens,49.89109,2.313307
